text,sentiment,aspect
"I stayed at the CG for five days. I have stayed at this hotel numerous times and have been familiar with it since it was called the Oberoi. This was my first visit after Covid. Things I loved: The Staff- always smiling and pleasant, eager to help The Pool - big pool, long enough for some laps to burn off some holiday weight, lots of seating deck chairs and tables. Safe kids area. The Pool Bar - good choice of drinks and snacks, relaxed ambience The Coffee Stop - lobby cafe, excellent coffee and snacks including ice cream. Plenty of seating. Staff will serve you at the table even though you place orders at the counter. Reception - Helpful and prompt, they donâ€™t keep you waiting, Yumna was particularly helpful. In Room Dining - generous food portions, delicious and delivered promptly.

The Ambiance- plenty of weddings and festivities going on making it a thriving lobby area

Restaurant and Bar Options - plenty on site

Things I’d like changed:

The bathroom - the renovation is nice but the ventilation is poor. It’s never dry and fresh smelling unless you leave the room air con on full blast and the bathroom door open overnight. Bathroom exhaust fan is ineffective. Also the shower door didn’t seal allowing the floor to get wet every time.

Hotel cars and airport transportation - nice new upscale cars and professional drivers but the price is far too high. USD 65 for airport transfer (an Uber would be 1/4 the price). I think if the prices were lowered significantly (I mean by at least 50%) they would get more use and these cars would be going 24/7 generating revenue. In previous stays years ago I only used hotel cars for all my transportation needs in Colombo as the prices were very reasonable. It’s not feasible now.",negative,bathroom
"Tenderloin was perfect. Service by Ranil was exceptional. All around great meal. The kids love the environment. The place is well maintained. All the food we ordered was excellent, and we definitely will be visiting again!",positive,food
"For the celebration of my wife's birthday, we had dinner at the Plates@cinnamon grand. The buffet was wonderful. Very tasty and had so many varieties. The birthday cake was delicious too. Absolutely we will be back. Thank you Sameera and Vishaka for your service.",positive,"service ,food"
"Wonderful service in the Executive Lounge, thankyou to all the staff there. Outstanding housekeeping from Gayan under supervision of Niluka. High quality and tasty food and beverages again with great service. Nothing was too difficult for any staff member at any time. I look forward to returning.",positive,"food,service "
Excellent food and caring service. I highly satisfied Mr Lohitha is doing a tremendous job. Your ambience is excellent. I rate the best for sea food in Sri Lanka. We always patronise with our families often because of the service and the quality. We hope you will sustain the standards forever.,positive,"food,service "
This was my second stay at Grand. Quality and standards maintained very well. Staff interactions were pleasant and friendly. Love to visit again and experience the hospitality and vibes of Grand again.,neutral,hospitality
"I came to the Cinnamon Grand Hotel for one of my friend's wedding. Room was very clean & comfortable. Food was Excellent. They have many variations of menus. Staff members were friendly and helpful. My special thanks to Chandana, Housekeeping manager. He is very friendly & helpful. Highly recommend this hotel.",positive,"food ,service ,staff "
"Amazing service done by mahesh ,Saminda and Thilina at breeze bar last time We ordered sesame chicken and mutton pizza done by chef Shehan superb Thank you manager at breeze bar well done team and we will back soon",positive,service
"Thank you so much for this lovely experience. We had this lovely bubble brunch at our favourite place at Plates at cinnamon Grand. This is our favourite place.. Thank you so much for taking care of us today. Dhananjaalee, Wasantha and Sameera! You made this a very special day for us. You reliy served us with international standard. We will come back. â™¥",positive,"atmosphere,staff"
"The entire staff at the Cinnamon Grand provided a wonderful and very professional experience. Upul, Tharaka, Salman, Prabath, and Dilan always showed lots of attention to detail and to my requests. I enjoyed using the Executive Lounge during happy hour and high tea, receiving breakfast in my room to start my work days, and taking in pool views at Plates during meals. The amenities at this hotel are also wonderfulâ€”I need more time to enjoy them all again.",positive,service
Today we had awesome food from cinnamon grand itâ€™s was really really amazing and wonderful experience that I ever had specially thanks for CG delivery team again and again thanks a lot deliver team the lady who was call Latishiya she was amazing very helpfull when placing my order,positive,food
Overall service is good. It was quite helpful as we could customise the platers . Food is fresh and nice. Specially appreciate the service of Milan. Music is lovely. Prefer if you all can have the high tea buffet so that anyone can enjoy what they like.,positive,"Service ,food "
